batt_volt,batt_curr,output_volt,output_curr,pwr_in,pwr_out
24.5355,16.669,218.9083,0.0183541,408.3751,-0.0400946
24.5389,16.6651,218.9815,0.0185589,408.3751,-0.0270808
24.5285,16.6774,219.2415,0.0179341,408.4181,-0.0270808
24.5375,16.7045,219.3437,0.0179609,408.4181,-0.0396665
24.5249,16.6675,218.9175,0.018588,408.1634,-0.0396665
24.5216,16.7128,219.3023,0.0182919,408.1634,-0.0591153
24.5402,16.6098,218.9998,0.0187327,407.0248,-0.0591153
24.5315,16.6673,218.9717,0.0188381,407.0248,-0.0420636
24.5229,16.7317,219.3341,0.0190724,409.6829,-0.0420636
24.5216,16.7207,219.2891,0.0190724,409.6829,0.0473891
24.5086,16.6685,218.9732,0.0183998,407.9165,0.0473891
24.5122,16.7162,219.272,0.0183607,407.9165,-0.0684147
24.5064,16.7253,219.2337,0.0181139,409.2559,-0.0684147
24.5163,16.653,218.9815,0.0185492,409.2559,-0.0942063
24.5098,16.6515,218.9843,0.0191509,407.5253,-0.0942063
24.5038,16.6616,218.9858,0.0187647,407.5253,-0.0532991
24.4992,16.7114,219.3756,0.019254,408.7933,-0.0532991
24.4978,16.6704,218.9499,0.01887,408.7933,-0.1445551
24.4923,16.7441,219.4029,0.0188541,409.4454,-0.1445551
24.4821,16.7201,219.4079,0.0187391,409.4454,-0.0815128
24.4874,16.6844,219.232,0.0183508,407.9271,-0.0815128
24.4886,16.6702,218.9999,0.0185201,407.9271,0.0261745
24.4835,16.6442,218.9718,0.0180575,406.8837,0.0261745
24.4791,16.7065,219.2884,0.0180907,406.8837,-0.0655066
24.4829,16.7123,219.2141,0.0178233,408.47,-0.0655066
24.4791,16.6781,218.9137,0.0180741,408.47,0.0051255
24.4789,16.6862,219.1353,0.019107,407.7594,0.0051255
24.4709,16.7338,219.3345,0.0185622,407.7594,-0.046214
24.4619,16.7227,219.3748,0.018546,408.3961,-0.046214
24.4703,16.6713,219.0239,0.0182821,408.3961,-0.0392758
24.4589,16.6726,218.9651,0.0182755,407.1274,-0.0392758
24.4585,16.7023,218.9111,0.0187743,407.1274,-0.0346691
24.4626,16.6502,219.1715,0.0178099,406.6074,-0.0346691
24.4588,16.7244,219.2663,0.0179809,406.6074,0.0296842
24.4601,16.6293,218.9129,0.0190944,406.0894,0.0296842
24.4476,16.7325,218.9141,0.0191101,406.0894,-0.1150646
24.4426,16.7443,219.3541,0.0184161,408.5405,-0.1150646
24.4392,16.7701,219.4031,0.018094,408.5405,-0.0462296
24.4305,16.7228,219.2335,0.01782,407.8524,-0.0462296
24.4249,16.7662,219.0652,0.0189398,407.8524,-0.0755732
24.4269,16.7272,219.5457,0.0192291,407.902,-0.0755732
24.4299,16.6988,219.0885,0.0189081,407.902,-0.0430668
24.4165,16.6931,219.0523,0.0197616,406.8975,-0.0430668
24.4149,16.7871,219.2739,0.0187519,406.8975,-0.0882026
24.4179,16.6613,218.8708,0.0193504,406.1437,-0.0882026
24.4005,16.7636,219.3039,0.0187487,406.1437,-0.0250244
24.4087,16.6977,218.8966,0.0188731,406.8852,-0.0250244
24.4017,16.672,218.9699,0.0188986,406.8852,0.0033128
24.4007,16.7563,219.1479,0.0187967,408.1181,0.0033128
24.4108,16.7533,219.2795,0.0190976,408.1181,-0.0238555
24.4045,16.6668,218.7311,0.0179542,406.0506,-0.0238555
24.4058,16.7161,218.956,0.0179274,406.0506,-0.1221528
24.4034,16.7605,219.3345,0.0186042,408.2744,-0.1221528
24.3874,16.7657,219.111,0.0186396,408.2744,-0.0920905
24.3841,16.7064,218.9955,0.0186235,406.6562,-0.0920905
24.385,16.7117,218.7488,0.0194185,406.6562,-0.0331221
24.3794,16.7244,218.9962,0.0184552,407.0263,-0.0331221
24.3697,16.8195,219.4571,0.0184487,407.0263,-0.0956033
24.3672,16.7133,218.8773,0.0195202,406.5476,-0.0956033
24.3671,16.7581,218.9697,0.018236,406.5476,-0.0428387
24.3544,16.7905,219.3436,0.0177153,408.1629,-0.0428387
24.3578,16.7351,219.0015,0.0191822,408.1629,-0.0593216
24.3508,16.8222,219.4057,0.0196,408.8452,-0.0593216
24.3501,16.7688,219.3224,0.018646,408.8452,-0.0653956
24.3459,16.7413,218.9851,0.0194123,406.839,-0.0653956
24.3463,16.8054,219.1469,0.0201256,406.839,-0.0005563056
24.3341,16.7959,219.3424,0.0180209,407.9138,-0.0005563056
24.3452,16.7342,218.9534,0.0191728,407.9138,-0.0948032
24.331,16.7453,218.8587,0.0187327,406.6894,-0.0948032
24.3307,16.7619,219.0978,0.0188541,406.6894,-0.1188869
24.3217,16.7894,219.3853,0.0190755,407.5743,-0.1188869
24.323,16.7855,219.3281,0.0189271,407.5743,-0.0707227
24.3165,16.7224,218.8188,0.0191478,405.8487,-0.0707227
24.3133,16.7822,218.9874,0.0195571,405.8487,-0.0289779
24.3172,16.788,219.3408,0.018377,407.4335,-0.0289779
24.319,16.7254,218.9366,0.0184064,407.4335,-0.0161829
24.3214,16.7751,218.9858,0.0182064,407.196,-0.0161829
24.3041,16.7954,219.3442,0.0182262,407.196,-0.0865243
24.3015,16.7877,219.3132,0.0181172,407.144,-0.0865243
24.2946,16.7936,218.8815,0.0190755,407.144,-0.130985
24.2902,16.8024,219.3114,0.0184031,407.3381,-0.130985
24.2915,16.7343,218.8675,0.018341,407.3381,-0.072701
24.2824,16.7868,219.3095,0.0182031,406.8142,-0.072701
24.2923,16.752,218.9426,0.0190062,406.8142,-0.0267511
24.2861,16.7397,218.8933,0.0182591,405.7856,-0.0267511
24.2738,16.8138,219.0631,0.0186106,405.7856,-0.0577933
24.2695,16.8071,219.3174,0.0188063,407.0553,-0.0577933
24.2681,16.7662,219.2865,0.0183279,407.0553,-0.0268339
24.2661,16.7476,219.3425,0.0187295,405.5928,-0.0268339
24.2569,16.7986,219.2685,0.0193535,405.5928,-0.0719759
24.2624,16.7364,218.9704,0.0187423,405.2735,-0.0719759
24.2556,16.801,219.2336,0.0190881,405.2735,-0.0003750375
24.2533,16.8194,219.5424,0.0185654,407.1252,-0.0003750375
24.2519,16.7717,218.8204,0.0190472,407.1252,-0.0771952
24.2424,16.7744,218.9518,0.0188222,405.8422,-0.0771952
24.2376,16.8145,219.318,0.0182492,405.8422,0.0184518
24.234,16.7252,218.8507,0.0185233,404.4812,0.0184518
24.2258,16.7983,219.2296,0.0187199,404.4812,-0.0627469
24.23,16.8411,219.3795,0.0186975,407.2494,-0.0627469
24.2267,16.8374,218.9135,0.0187615,407.2494,-0.0470125
24.2236,16.9156,219.5413,0.0187903,408.8982,-0.0470125
24.2291,16.8377,218.8482,0.0189904,408.8982,0.0282685
24.2306,16.8487,219.4402,0.0183868,407.4078,0.0282685
24.2213,16.7345,218.8823,0.0185589,407.4078,0.010001
24.2117,16.8037,219.2358,0.0187039,406.0454,0.010001
24.2127,16.8695,219.5343,0.0181668,406.0454,0.0250994
24.2126,16.743,219.2508,0.0184226,404.6388,0.0250994
24.2082,16.7652,218.906,0.0189208,404.6388,-0.1158335
24.2035,16.8081,219.4894,0.0196702,405.9433,-0.1158335
24.2053,16.7541,218.9024,0.0193876,405.9433,-0.0442325
24.2053,16.7541,218.9024,0.0193876,404.7163,-0.0442325
24.1918,16.8177,219.5261,0.018675,404.7163,-0.0639658
24.1989,16.838,218.9838,0.0177525,406.6023,-0.0639658
24.1854,16.7631,218.9407,0.0191133,406.6023,-0.0028597
