batt_volt,batt_curr,output_volt,output_curr,pwr_in,pwr_out
26.4437,-1.5054,218.9119,0.0758233,-39.7662,0.1957915
23.6571,-19.2206,218.4996,3.0281,-39.7662,659.9048
23.3806,-19.2052,219.0726,3.0368,-211.9844,659.9048
23.3235,-19.1498,218.6309,3.0306,-211.9844,660.7744
23.2759,-19.1248,218.8593,3.0351,-211.9844,660.7744
23.2264,-19.1529,219.2417,3.041,-211.9844,664.9857
23.2056,-19.1286,218.4399,3.0293,-211.9844,664.9857
23.1708,-19.139,219.0877,3.0375,-211.9844,663.7315
23.155,-19.0891,218.5862,3.0312,-211.9844,663.7315
23.0901,-19.0785,218.9792,3.0354,-211.9844,662.9412
23.081,-19.1349,218.8362,3.0361,-211.9844,662.9412
23.0725,-19.0962,218.3999,3.0295,-211.9844,659.8785
23.0347,-19.0835,218.7713,3.0344,-211.9844,659.8785
23.0317,-19.1142,219.0307,3.0382,-211.9844,663.7203
23.0076,-19.1248,219.3678,3.0423,-211.9844,663.7203
23.0069,-19.158,218.3774,3.0288,-211.9844,659.7015
22.992,-19.1347,219.1364,3.0388,-211.9844,659.7015
23.0006,-19.0924,218.5363,3.0297,-211.9844,660.2528
22.9888,-19.1155,219.0382,3.0387,-211.9844,660.2528
22.9785,-19.1215,219.3699,3.0414,-211.9844,665.3609
22.9846,-19.0868,218.4861,3.0293,-211.9844,665.3609
22.9618,-19.0841,219.2659,3.0399,-211.9844,664.7681
22.9712,-19.0749,218.5207,3.0277,-211.9844,664.7681
22.9681,-19.0337,219.0261,3.0361,-211.9844,663.2267
22.9385,-19.1123,219.2988,3.04,-211.9844,663.2267
22.9499,-19.0575,218.4508,3.0259,-211.9844,659.2204
22.9366,-19.1321,219.3195,3.0392,-211.9844,659.2204
22.9465,-19.1294,218.7564,3.0306,-211.9844,661.2296
22.9358,-19.1211,218.8915,3.0318,-211.9844,661.2296
22.9334,-19.1155,219.227,3.038,-211.9844,664.2098
22.9313,-19.0837,218.5866,3.0281,-211.9844,664.2098
22.9046,-19.1112,219.3299,3.0384,-211.9844,664.6315
22.9108,-19.0527,218.7319,3.0295,-211.9844,664.6315
22.8941,-19.0937,219.1187,3.0353,-211.9844,663.4091
22.9119,-19.0946,218.6249,3.0286,-211.9844,663.4091
22.8961,-19.0805,218.5571,3.0262,-211.9844,659.667
22.8826,-19.1484,219.1087,3.0357,-211.9844,659.667
22.8765,-19.1425,219.0126,3.0337,-211.9844,662.6916
22.8762,-19.1421,219.3497,3.039,-211.9844,662.6916
22.8804,-19.1196,218.3984,3.0245,-211.9844,658.8464
22.8574,-19.1283,219.2833,3.0369,-211.9844,658.8464
22.8513,-19.0856,219.5581,3.0406,-211.9844,665.8555
22.8652,-19.1115,218.4177,3.0262,-211.9844,665.8555
22.8638,-19.1162,218.3343,3.0216,-211.9844,657.9844
22.8281,-19.1465,219.3203,3.0361,-211.9844,657.9844
22.8401,-19.135,218.6379,3.0273,-211.9844,660.1653
22.8463,-19.138,218.7641,3.0281,-211.9844,660.1653
22.8213,-19.1478,219.3017,3.0356,-211.9844,664.0569
22.8211,-19.1384,218.6095,3.0253,-211.9844,664.0569
22.8109,-19.1291,218.9304,3.032,-211.9844,662.1089
22.8118,-19.145,218.6308,3.0276,-211.9844,662.1089
22.816,-19.1194,218.3902,3.0245,-211.9844,658.8475
22.7704,-19.1515,219.2371,3.0336,-211.9844,658.8475
22.7679,-19.152,219.3404,3.0358,-211.9844,664.1919
22.7743,-19.1101,218.5069,3.0234,-211.9844,664.1919
22.7517,-19.1086,219.3185,3.0343,-211.9844,663.7902
22.7628,-19.1262,218.6362,3.0251,-211.9844,663.7902
22.7414,-19.1813,219.2236,3.0338,-211.9844,663.3081
22.7268,-19.1852,219.4032,3.0364,-211.9844,663.3081
22.7456,-19.1362,218.5066,3.0239,-211.9844,658.9341
22.7378,-19.0852,218.4099,3.0208,-211.9844,658.9341
22.7229,-19.1486,219.3361,3.0339,-211.9844,663.6868
22.7135,-19.1526,219.2912,3.0334,-211.9844,663.6868
22.7218,-19.1437,218.536,3.0229,-211.9844,658.8452
22.711,-19.1576,218.9053,3.0276,-211.9844,658.8452
22.7117,-19.1411,219.3225,3.0331,-211.9844,663.438
22.6909,-19.1352,218.4928,3.0219,-211.9844,663.438
22.6708,-19.1775,219.5153,3.0354,-211.9844,664.6093
22.6937,-19.1336,218.5713,3.0238,-211.9844,664.6093
22.678,-19.1739,219.365,3.0331,-211.9844,663.5438
22.6613,-19.1294,218.6679,3.0235,-211.9844,663.5438
22.6521,-19.1858,219.2269,3.0306,-211.9844,662.5549
22.6413,-19.1739,218.8095,3.0229,-211.9844,662.5549
22.6324,-19.1886,218.8731,3.0253,-211.9844,660.4119
22.6087,-19.2294,219.4259,3.032,-211.9844,660.4119
22.6122,-19.2014,219.5044,3.0331,-211.9844,664.01
22.6241,-19.1753,218.5976,3.0224,-211.9844,664.01
22.5984,-19.2219,219.3755,3.0318,-211.9844,663.3859
22.6117,-19.1455,218.6792,3.0226,-211.9844,663.3859
22.5959,-19.177,218.9997,3.0256,-211.9844,660.8399
22.577,-19.2227,219.5162,3.0317,-211.9844,660.8399
22.589,-19.1937,218.7003,3.0218,-211.9844,659.1424
22.577,-19.2155,219.1915,3.0286,-211.9844,659.1424
22.5639,-19.224,218.9864,3.025,-211.9844,660.6354
22.5612,-19.2417,218.5608,3.0203,-211.9844,660.6354
22.5447,-19.2706,219.2727,3.0307,-211.9844,662.7827
22.5232,-19.2343,219.3928,3.0308,-211.9844,662.7827
22.5271,-19.1966,218.6469,3.0199,-211.9844,658.547
22.5161,-19.2319,219.4277,3.0298,-211.9844,658.547
22.5238,-19.1934,219.1106,3.0268,-211.9844,661.4368
22.51,-19.1996,218.6134,3.0188,-211.9844,661.4368
22.4826,-19.265,219.3349,3.0292,-211.9844,662.6956
22.5014,-19.2639,218.6921,3.0198,-211.9844,662.6956
22.4747,-19.2734,219.3697,3.029,-211.9844,662.6905
22.4701,-19.2861,218.7432,3.0205,-211.9844,662.6905
22.4619,-19.3349,219.3572,3.03,-211.9844,662.9036
22.4575,-19.282,218.7202,3.0198,-211.9844,662.9036
22.4418,-19.3123,219.3528,3.0298,-211.9844,662.8783
22.4461,-19.3058,218.9784,3.0235,-211.9844,662.8783
22.425,-19.3104,218.9989,3.0226,-211.9844,660.2403
22.4175,-19.2834,218.9423,3.0215,-211.9844,660.2403
22.4053,-19.3112,219.4097,3.0283,-211.9844,662.6725
22.4093,-19.3176,218.6401,3.0188,-211.9844,662.6725
22.3811,-19.356,219.2967,3.026,-211.9844,661.8997
22.3821,-19.3558,218.7495,3.0197,-211.9844,661.8997
22.3632,-19.3694,219.3406,3.0272,-211.9844,662.2225
22.3645,-19.3498,218.8557,3.0187,-211.9844,662.2225
22.3379,-19.3885,219.4468,3.0285,-211.9844,662.877
22.3399,-19.375,218.8134,3.0187,-211.9844,662.877
22.3277,-19.392,219.3644,3.0259,-211.9844,662.1027
22.3255,-19.3751,218.9839,3.0214,-211.9844,662.1027
22.2946,-19.3987,219.5155,3.0272,-211.9844,662.8395
22.2991,-19.379,218.824,3.0188,-211.9844,662.8395
22.2779,-19.3944,219.3085,3.0246,-211.9844,661.6454
22.2829,-19.3724,218.9182,3.0195,-211.9844,661.6454
22.2846,-19.3682,218.6693,3.0156,-211.9844,657.6683
22.2616,-19.4141,219.5087,3.0265,-211.9844,657.6683
22.251,-19.3933,218.7407,3.0153,-211.9844,657.8643
22.2342,-19.4378,219.3105,3.0243,-211.9844,657.8643
22.2342,-19.4171,218.9772,3.0179,-211.9844,659.1023
22.2225,-19.4199,219.3364,3.0213,-211.9844,659.1023
22.2114,-19.4123,218.9035,3.0179,-211.9844,658.8343
22.2046,-19.4471,219.5262,3.0245,-211.9844,658.8343
22.1901,-19.4483,219.041,3.019,-211.9844,659.6009
22.1812,-19.4503,219.1627,3.0211,-211.9844,659.6009
22.178,-19.4699,218.8913,3.0172,-211.9844,658.6802
22.1594,-19.4664,219.1392,3.0206,-211.9844,658.6802
22.1504,-19.5046,219.2125,3.0208,-211.9844,660.5035
22.1533,-19.5328,219.4608,3.0242,-211.9844,660.5035
22.1426,-19.5145,218.8827,3.0153,-211.9844,658.2487
22.1218,-19.5346,219.3347,3.0224,-211.9844,658.2487
22.1249,-19.5266,218.796,3.0149,-211.9844,657.8602
22.1079,-19.5505,219.4466,3.0227,-211.9844,657.8602
22.0999,-19.5306,218.7803,3.0135,-211.9844,657.5716
22.0969,-19.5702,219.4989,3.0241,-211.9844,657.5716
22.0889,-19.5386,218.9364,3.0157,-211.9844,658.5084
22.0708,-19.5814,219.2277,3.0195,-211.9844,658.5084
22.0497,-19.6186,219.5429,3.0231,-211.9844,662.036
22.0409,-19.5875,218.8285,3.0128,-211.9844,662.036
22.0317,-19.6629,219.4535,3.0214,-211.9844,661.2819
22.0402,-19.6344,218.834,3.013,-211.9844,661.2819
22.0022,-19.6818,219.3049,3.0201,-211.9844,660.6059
21.9956,-19.649,219.0128,3.0157,-211.9844,660.6059
21.9861,-19.6672,219.1598,3.0173,-211.9844,659.5406
21.9683,-19.6536,219.2011,3.0161,-211.9844,659.5406
